year,location,month,month.number,births,location.type
2001,Rio Grande do Norte,Jan,1,4322,state
2001,Rio Grande do Norte,Feb,2,4052,state
2001,Rio Grande do Norte,Mar,3,4766,state
2001,Rio Grande do Norte,Apr,4,4702,state
2001,Rio Grande do Norte,May,5,4975,state
2001,Rio Grande do Norte,Jun,6,4496,state
2001,Rio Grande do Norte,Jul,7,4441,state
2001,Rio Grande do Norte,Aug,8,4404,state
2001,Rio Grande do Norte,Sept,9,4492,state
2001,Rio Grande do Norte,Oct,10,4542,state
2001,Rio Grande do Norte,Nov,11,4166,state
2001,Rio Grande do Norte,Dec,12,4168,state
2002,Rio Grande do Norte,Jan,1,4650,state
2002,Rio Grande do Norte,Feb,2,4272,state
2002,Rio Grande do Norte,Mar,3,4862,state
2002,Rio Grande do Norte,Apr,4,4850,state
2002,Rio Grande do Norte,May,5,4935,state
2002,Rio Grande do Norte,Jun,6,4456,state
2002,Rio Grande do Norte,Jul,7,4534,state
2002,Rio Grande do Norte,Aug,8,4413,state
2002,Rio Grande do Norte,Sept,9,4356,state
2002,Rio Grande do Norte,Oct,10,4203,state
2002,Rio Grande do Norte,Nov,11,3864,state
2002,Rio Grande do Norte,Dec,12,3855,state
2003,Rio Grande do Norte,Jan,1,4338,state
2003,Rio Grande do Norte,Feb,2,4090,state
2003,Rio Grande do Norte,Mar,3,4803,state
2003,Rio Grande do Norte,Apr,4,4893,state
2003,Rio Grande do Norte,May,5,5070,state
2003,Rio Grande do Norte,Jun,6,4641,state
2003,Rio Grande do Norte,Jul,7,4415,state
2003,Rio Grande do Norte,Aug,8,4242,state
2003,Rio Grande do Norte,Sept,9,4132,state
2003,Rio Grande do Norte,Oct,10,4131,state
2003,Rio Grande do Norte,Nov,11,3961,state
2003,Rio Grande do Norte,Dec,12,3596,state
2004,Rio Grande do Norte,Jan,1,4078,state
2004,Rio Grande do Norte,Feb,2,3877,state
2004,Rio Grande do Norte,Mar,3,4784,state
2004,Rio Grande do Norte,Apr,4,4802,state
2004,Rio Grande do Norte,May,5,4788,state
2004,Rio Grande do Norte,Jun,6,4410,state
2004,Rio Grande do Norte,Jul,7,4398,state
2004,Rio Grande do Norte,Aug,8,4147,state
2004,Rio Grande do Norte,Sept,9,4156,state
2004,Rio Grande do Norte,Oct,10,3940,state
2004,Rio Grande do Norte,Nov,11,3786,state
2004,Rio Grande do Norte,Dec,12,3639,state
2005,Rio Grande do Norte,Jan,1,4120,state
2005,Rio Grande do Norte,Feb,2,4037,state
2005,Rio Grande do Norte,Mar,3,4878,state
2005,Rio Grande do Norte,Apr,4,4805,state
2005,Rio Grande do Norte,May,5,4986,state
2005,Rio Grande do Norte,Jun,6,4661,state
2005,Rio Grande do Norte,Jul,7,4643,state
2005,Rio Grande do Norte,Aug,8,4590,state
2005,Rio Grande do Norte,Sept,9,4391,state
2005,Rio Grande do Norte,Oct,10,4207,state
2005,Rio Grande do Norte,Nov,11,3612,state
2005,Rio Grande do Norte,Dec,12,3400,state
2006,Rio Grande do Norte,Jan,1,3712,state
2006,Rio Grande do Norte,Feb,2,3603,state
2006,Rio Grande do Norte,Mar,3,4545,state
2006,Rio Grande do Norte,Apr,4,4638,state
2006,Rio Grande do Norte,May,5,4625,state
2006,Rio Grande do Norte,Jun,6,4037,state
2006,Rio Grande do Norte,Jul,7,3839,state
2006,Rio Grande do Norte,Aug,8,3972,state
2006,Rio Grande do Norte,Sept,9,3773,state
2006,Rio Grande do Norte,Oct,10,4071,state
2006,Rio Grande do Norte,Nov,11,3694,state
2006,Rio Grande do Norte,Dec,12,3613,state
2007,Rio Grande do Norte,Jan,1,3878,state
2007,Rio Grande do Norte,Feb,2,3522,state
2007,Rio Grande do Norte,Mar,3,4392,state
2007,Rio Grande do Norte,Apr,4,4232,state
2007,Rio Grande do Norte,May,5,4538,state
2007,Rio Grande do Norte,Jun,6,4287,state
2007,Rio Grande do Norte,Jul,7,4270,state
2007,Rio Grande do Norte,Aug,8,4015,state
2007,Rio Grande do Norte,Sept,9,3879,state
2007,Rio Grande do Norte,Oct,10,3780,state
2007,Rio Grande do Norte,Nov,11,3595,state
2007,Rio Grande do Norte,Dec,12,3684,state
2008,Rio Grande do Norte,Jan,1,3882,state
2008,Rio Grande do Norte,Feb,2,3670,state
2008,Rio Grande do Norte,Mar,3,4352,state
2008,Rio Grande do Norte,Apr,4,4322,state
2008,Rio Grande do Norte,May,5,4732,state
2008,Rio Grande do Norte,Jun,6,4358,state
2008,Rio Grande do Norte,Jul,7,4536,state
2008,Rio Grande do Norte,Aug,8,4263,state
2008,Rio Grande do Norte,Sept,9,4016,state
2008,Rio Grande do Norte,Oct,10,4005,state
2008,Rio Grande do Norte,Nov,11,3743,state
2008,Rio Grande do Norte,Dec,12,3938,state
2009,Rio Grande do Norte,Jan,1,3934,state
2009,Rio Grande do Norte,Feb,2,3674,state
2009,Rio Grande do Norte,Mar,3,4558,state
2009,Rio Grande do Norte,Apr,4,4512,state
2009,Rio Grande do Norte,May,5,4314,state
2009,Rio Grande do Norte,Jun,6,4171,state
2009,Rio Grande do Norte,Jul,7,4083,state
2009,Rio Grande do Norte,Aug,8,3872,state
2009,Rio Grande do Norte,Sept,9,4114,state
2009,Rio Grande do Norte,Oct,10,4037,state
2009,Rio Grande do Norte,Nov,11,3793,state
2009,Rio Grande do Norte,Dec,12,3869,state
2010,Rio Grande do Norte,Jan,1,3654,state
2010,Rio Grande do Norte,Feb,2,3451,state
2010,Rio Grande do Norte,Mar,3,4527,state
2010,Rio Grande do Norte,Apr,4,4214,state
2010,Rio Grande do Norte,May,5,4288,state
2010,Rio Grande do Norte,Jun,6,4038,state
2010,Rio Grande do Norte,Jul,7,4229,state
2010,Rio Grande do Norte,Aug,8,4097,state
2010,Rio Grande do Norte,Sept,9,4085,state
2010,Rio Grande do Norte,Oct,10,3816,state
2010,Rio Grande do Norte,Nov,11,3655,state
2010,Rio Grande do Norte,Dec,12,3614,state
2011,Rio Grande do Norte,Jan,1,3703,state
2011,Rio Grande do Norte,Feb,2,3632,state
2011,Rio Grande do Norte,Mar,3,4446,state
2011,Rio Grande do Norte,Apr,4,4173,state
2011,Rio Grande do Norte,May,5,4676,state
2011,Rio Grande do Norte,Jun,6,4332,state
2011,Rio Grande do Norte,Jul,7,4108,state
2011,Rio Grande do Norte,Aug,8,4075,state
2011,Rio Grande do Norte,Sept,9,3851,state
2011,Rio Grande do Norte,Oct,10,3687,state
2011,Rio Grande do Norte,Nov,11,3667,state
2011,Rio Grande do Norte,Dec,12,3751,state
2012,Rio Grande do Norte,Jan,1,3771,state
2012,Rio Grande do Norte,Feb,2,3891,state
2012,Rio Grande do Norte,Mar,3,4207,state
2012,Rio Grande do Norte,Apr,4,4092,state
2012,Rio Grande do Norte,May,5,4082,state
2012,Rio Grande do Norte,Jun,6,3946,state
2012,Rio Grande do Norte,Jul,7,4125,state
2012,Rio Grande do Norte,Aug,8,3847,state
2012,Rio Grande do Norte,Sept,9,3658,state
2012,Rio Grande do Norte,Oct,10,3831,state
2012,Rio Grande do Norte,Nov,11,3760,state
2012,Rio Grande do Norte,Dec,12,3783,state
2013,Rio Grande do Norte,Jan,1,3810,state
2013,Rio Grande do Norte,Feb,2,3540,state
2013,Rio Grande do Norte,Mar,3,4208,state
2013,Rio Grande do Norte,Apr,4,4090,state
2013,Rio Grande do Norte,May,5,4293,state
2013,Rio Grande do Norte,Jun,6,4077,state
2013,Rio Grande do Norte,Jul,7,4022,state
2013,Rio Grande do Norte,Aug,8,4032,state
2013,Rio Grande do Norte,Sept,9,3814,state
2013,Rio Grande do Norte,Oct,10,3702,state
2013,Rio Grande do Norte,Nov,11,3647,state
2013,Rio Grande do Norte,Dec,12,3563,state
2014,Rio Grande do Norte,Jan,1,3779,state
2014,Rio Grande do Norte,Feb,2,3591,state
2014,Rio Grande do Norte,Mar,3,4063,state
2014,Rio Grande do Norte,Apr,4,4190,state
2014,Rio Grande do Norte,May,5,4410,state
2014,Rio Grande do Norte,Jun,6,4099,state
2014,Rio Grande do Norte,Jul,7,4250,state
2014,Rio Grande do Norte,Aug,8,3915,state
2014,Rio Grande do Norte,Sept,9,4154,state
2014,Rio Grande do Norte,Oct,10,4111,state
2014,Rio Grande do Norte,Nov,11,3608,state
2014,Rio Grande do Norte,Dec,12,3941,state
2015,Rio Grande do Norte,Jan,1,3936,state
2015,Rio Grande do Norte,Feb,2,3738,state
2015,Rio Grande do Norte,Mar,3,4478,state
2015,Rio Grande do Norte,Apr,4,4297,state
2015,Rio Grande do Norte,May,5,4431,state
2015,Rio Grande do Norte,Jun,6,4114,state
2015,Rio Grande do Norte,Jul,7,4312,state
2015,Rio Grande do Norte,Aug,8,4033,state
2015,Rio Grande do Norte,Sept,9,4206,state
2015,Rio Grande do Norte,Oct,10,4043,state
2015,Rio Grande do Norte,Nov,11,3780,state
2015,Rio Grande do Norte,Dec,12,3731,state
2016,Rio Grande do Norte,Jan,1,3815,state
2016,Rio Grande do Norte,Feb,2,3708,state
2016,Rio Grande do Norte,Mar,3,4247,state
2016,Rio Grande do Norte,Apr,4,4156,state
2016,Rio Grande do Norte,May,5,4352,state
2016,Rio Grande do Norte,Jun,6,3984,state
2000,Rio Grande do Sul,Jan,1,15437,state
2000,Rio Grande do Sul,Feb,2,14990,state
2000,Rio Grande do Sul,Mar,3,15915,state
2000,Rio Grande do Sul,Apr,4,15114,state
2000,Rio Grande do Sul,May,5,15288,state
2000,Rio Grande do Sul,Jun,6,14704,state
2000,Rio Grande do Sul,Jul,7,14902,state
2000,Rio Grande do Sul,Aug,8,14926,state
2000,Rio Grande do Sul,Sept,9,14108,state
2000,Rio Grande do Sul,Oct,10,14112,state
2000,Rio Grande do Sul,Nov,11,13131,state
2000,Rio Grande do Sul,Dec,12,14092,state
2001,Rio Grande do Sul,Jan,1,14357,state
2001,Rio Grande do Sul,Feb,2,13024,state
2001,Rio Grande do Sul,Mar,3,14598,state
2001,Rio Grande do Sul,Apr,4,13891,state
2001,Rio Grande do Sul,May,5,14632,state
2001,Rio Grande do Sul,Jun,6,13590,state
2001,Rio Grande do Sul,Jul,7,13975,state
2001,Rio Grande do Sul,Aug,8,13569,state
2001,Rio Grande do Sul,Sept,9,12993,state
2001,Rio Grande do Sul,Oct,10,12684,state
2001,Rio Grande do Sul,Nov,11,11347,state
2001,Rio Grande do Sul,Dec,12,11930,state
2002,Rio Grande do Sul,Jan,1,13672,state
2002,Rio Grande do Sul,Feb,2,13096,state
2002,Rio Grande do Sul,Mar,3,13933,state
2002,Rio Grande do Sul,Apr,4,13423,state
2002,Rio Grande do Sul,May,5,13292,state
2002,Rio Grande do Sul,Jun,6,12246,state
2002,Rio Grande do Sul,Jul,7,13090,state
2002,Rio Grande do Sul,Aug,8,13085,state
2002,Rio Grande do Sul,Sept,9,12940,state
2002,Rio Grande do Sul,Oct,10,12866,state
2002,Rio Grande do Sul,Nov,11,11847,state
2002,Rio Grande do Sul,Dec,12,11771,state
2003,Rio Grande do Sul,Jan,1,12547,state
2003,Rio Grande do Sul,Feb,2,11992,state
2003,Rio Grande do Sul,Mar,3,12853,state
2003,Rio Grande do Sul,Apr,4,12517,state
2003,Rio Grande do Sul,May,5,13546,state
2003,Rio Grande do Sul,Jun,6,12761,state
2003,Rio Grande do Sul,Jul,7,12677,state
2003,Rio Grande do Sul,Aug,8,12462,state
2003,Rio Grande do Sul,Sept,9,12405,state
2003,Rio Grande do Sul,Oct,10,12445,state
2003,Rio Grande do Sul,Nov,11,11187,state
2003,Rio Grande do Sul,Dec,12,11773,state
2004,Rio Grande do Sul,Jan,1,13334,state
2004,Rio Grande do Sul,Feb,2,12405,state
2004,Rio Grande do Sul,Mar,3,13657,state
2004,Rio Grande do Sul,Apr,4,13158,state
2004,Rio Grande do Sul,May,5,13317,state
2004,Rio Grande do Sul,Jun,6,12792,state
2004,Rio Grande do Sul,Jul,7,12813,state
2004,Rio Grande do Sul,Aug,8,12750,state
2004,Rio Grande do Sul,Sept,9,12881,state
2004,Rio Grande do Sul,Oct,10,12097,state
2004,Rio Grande do Sul,Nov,11,11536,state
2004,Rio Grande do Sul,Dec,12,12275,state
2005,Rio Grande do Sul,Jan,1,12336,state
2005,Rio Grande do Sul,Feb,2,11594,state
2005,Rio Grande do Sul,Mar,3,12912,state
2005,Rio Grande do Sul,Apr,4,12431,state
2005,Rio Grande do Sul,May,5,13300,state
2005,Rio Grande do Sul,Jun,6,12379,state
2005,Rio Grande do Sul,Jul,7,12650,state
2005,Rio Grande do Sul,Aug,8,12349,state
2005,Rio Grande do Sul,Sept,9,12306,state
2005,Rio Grande do Sul,Oct,10,11901,state
2005,Rio Grande do Sul,Nov,11,11137,state
2005,Rio Grande do Sul,Dec,12,11904,state
2006,Rio Grande do Sul,Jan,1,12162,state
2006,Rio Grande do Sul,Feb,2,11131,state
2006,Rio Grande do Sul,Mar,3,12536,state
2006,Rio Grande do Sul,Apr,4,12078,state
2006,Rio Grande do Sul,May,5,12802,state
2006,Rio Grande do Sul,Jun,6,12423,state
2006,Rio Grande do Sul,Jul,7,12109,state
2006,Rio Grande do Sul,Aug,8,11836,state
2006,Rio Grande do Sul,Sept,9,11413,state
2006,Rio Grande do Sul,Oct,10,11089,state
2006,Rio Grande do Sul,Nov,11,10395,state
2006,Rio Grande do Sul,Dec,12,11357,state
2007,Rio Grande do Sul,Jan,1,12299,state
2007,Rio Grande do Sul,Feb,2,11376,state
2007,Rio Grande do Sul,Mar,3,12525,state
2007,Rio Grande do Sul,Apr,4,11128,state
2007,Rio Grande do Sul,May,5,11697,state
2007,Rio Grande do Sul,Jun,6,11562,state
2007,Rio Grande do Sul,Jul,7,11414,state
2007,Rio Grande do Sul,Aug,8,11082,state
2007,Rio Grande do Sul,Sept,9,10166,state
2007,Rio Grande do Sul,Oct,10,10294,state
2007,Rio Grande do Sul,Nov,11,9652,state
2007,Rio Grande do Sul,Dec,12,10206,state
2008,Rio Grande do Sul,Jan,1,11148,state
2008,Rio Grande do Sul,Feb,2,11422,state
2008,Rio Grande do Sul,Mar,3,12100,state
2008,Rio Grande do Sul,Apr,4,11564,state
2008,Rio Grande do Sul,May,5,11970,state
2008,Rio Grande do Sul,Jun,6,11039,state
2008,Rio Grande do Sul,Jul,7,11201,state
2008,Rio Grande do Sul,Aug,8,11165,state
2008,Rio Grande do Sul,Sept,9,11284,state
2008,Rio Grande do Sul,Oct,10,10843,state
2008,Rio Grande do Sul,Nov,11,10336,state
2008,Rio Grande do Sul,Dec,12,11071,state
2009,Rio Grande do Sul,Jan,1,12077,state
2009,Rio Grande do Sul,Feb,2,11012,state
2009,Rio Grande do Sul,Mar,3,12190,state
2009,Rio Grande do Sul,Apr,4,11052,state
2009,Rio Grande do Sul,May,5,11205,state
2009,Rio Grande do Sul,Jun,6,11017,state
2009,Rio Grande do Sul,Jul,7,11300,state
2009,Rio Grande do Sul,Aug,8,10763,state
2009,Rio Grande do Sul,Sept,9,11256,state
2009,Rio Grande do Sul,Oct,10,10981,state
2009,Rio Grande do Sul,Nov,11,9918,state
2009,Rio Grande do Sul,Dec,12,10881,state
2010,Rio Grande do Sul,Jan,1,11435,state
2010,Rio Grande do Sul,Feb,2,10768,state
2010,Rio Grande do Sul,Mar,3,12826,state
2010,Rio Grande do Sul,Apr,4,11551,state
2010,Rio Grande do Sul,May,5,11811,state
2010,Rio Grande do Sul,Jun,6,11382,state
2010,Rio Grande do Sul,Jul,7,11411,state
2010,Rio Grande do Sul,Aug,8,10670,state
2010,Rio Grande do Sul,Sept,9,10606,state
2010,Rio Grande do Sul,Oct,10,10124,state
2010,Rio Grande do Sul,Nov,11,9514,state
2010,Rio Grande do Sul,Dec,12,11145,state
2011,Rio Grande do Sul,Jan,1,12142,state
2011,Rio Grande do Sul,Feb,2,11875,state
2011,Rio Grande do Sul,Mar,3,12849,state
2011,Rio Grande do Sul,Apr,4,12104,state
2011,Rio Grande do Sul,May,5,12328,state
2011,Rio Grande do Sul,Jun,6,11613,state
2011,Rio Grande do Sul,Jul,7,11773,state
2011,Rio Grande do Sul,Aug,8,11298,state
2011,Rio Grande do Sul,Sept,9,10883,state
2011,Rio Grande do Sul,Oct,10,9947,state
2011,Rio Grande do Sul,Nov,11,9980,state
2011,Rio Grande do Sul,Dec,12,10918,state
2012,Rio Grande do Sul,Jan,1,11834,state
2012,Rio Grande do Sul,Feb,2,11659,state
2012,Rio Grande do Sul,Mar,3,12546,state
2012,Rio Grande do Sul,Apr,4,11872,state
2012,Rio Grande do Sul,May,5,12338,state
2012,Rio Grande do Sul,Jun,6,11667,state
2012,Rio Grande do Sul,Jul,7,11771,state
2012,Rio Grande do Sul,Aug,8,11673,state
2012,Rio Grande do Sul,Sept,9,11184,state
2012,Rio Grande do Sul,Oct,10,11127,state
2012,Rio Grande do Sul,Nov,11,10182,state
2012,Rio Grande do Sul,Dec,12,11088,state
2013,Rio Grande do Sul,Jan,1,12768,state
2013,Rio Grande do Sul,Feb,2,11650,state
2013,Rio Grande do Sul,Mar,3,12664,state
2013,Rio Grande do Sul,Apr,4,12504,state
2013,Rio Grande do Sul,May,5,12172,state
2013,Rio Grande do Sul,Jun,6,11371,state
2013,Rio Grande do Sul,Jul,7,11885,state
2013,Rio Grande do Sul,Aug,8,11298,state
2013,Rio Grande do Sul,Sept,9,10936,state
2013,Rio Grande do Sul,Oct,10,11380,state
2013,Rio Grande do Sul,Nov,11,10925,state
2013,Rio Grande do Sul,Dec,12,11797,state
2014,Rio Grande do Sul,Jan,1,12576,state
2014,Rio Grande do Sul,Feb,2,11755,state
2014,Rio Grande do Sul,Mar,3,13085,state
2014,Rio Grande do Sul,Apr,4,12539,state
2014,Rio Grande do Sul,May,5,12744,state
2014,Rio Grande do Sul,Jun,6,11804,state
2014,Rio Grande do Sul,Jul,7,12149,state
2014,Rio Grande do Sul,Aug,8,11828,state
2014,Rio Grande do Sul,Sept,9,11811,state
2014,Rio Grande do Sul,Oct,10,10731,state
2014,Rio Grande do Sul,Nov,11,10230,state
2014,Rio Grande do Sul,Dec,12,12063,state
2015,Rio Grande do Sul,Jan,1,12882,state
2015,Rio Grande do Sul,Feb,2,12705,state
2015,Rio Grande do Sul,Mar,3,14182,state
2015,Rio Grande do Sul,Apr,4,12902,state
2015,Rio Grande do Sul,May,5,13047,state
2015,Rio Grande do Sul,Jun,6,12295,state
2015,Rio Grande do Sul,Jul,7,12282,state
2015,Rio Grande do Sul,Aug,8,11549,state
2015,Rio Grande do Sul,Sept,9,11723,state
2015,Rio Grande do Sul,Oct,10,11454,state
2015,Rio Grande do Sul,Nov,11,11205,state
2015,Rio Grande do Sul,Dec,12,12133,state
2016,Rio Grande do Sul,Jan,1,12717,state
2016,Rio Grande do Sul,Feb,2,12370,state
2016,Rio Grande do Sul,Mar,3,13296,state
2016,Rio Grande do Sul,Apr,4,12143,state
2016,Rio Grande do Sul,May,5,12431,state
2016,Rio Grande do Sul,Jun,6,12146,state
2000,Rondônia,Jan,1,2458,state
2000,Rondônia,Feb,2,2424,state
2000,Rondônia,Mar,3,2644,state
2000,Rondônia,Apr,4,2605,state
2000,Rondônia,May,5,2778,state
2000,Rondônia,Jun,6,2611,state
2000,Rondônia,Jul,7,2696,state
2000,Rondônia,Aug,8,2666,state
2000,Rondônia,Sept,9,2691,state
2000,Rondônia,Oct,10,2800,state
2000,Rondônia,Nov,11,2480,state
2000,Rondônia,Dec,12,2454,state
2001,Rondônia,Jan,1,2432,state
2001,Rondônia,Feb,2,2259,state
2001,Rondônia,Mar,3,2448,state
2001,Rondônia,Apr,4,2302,state
2001,Rondônia,May,5,2437,state
2001,Rondônia,Jun,6,2075,state
2001,Rondônia,Jul,7,2292,state
2001,Rondônia,Aug,8,2438,state
2001,Rondônia,Sept,9,2358,state
2001,Rondônia,Oct,10,2537,state
2001,Rondônia,Nov,11,2474,state
2001,Rondônia,Dec,12,2184,state
2002,Rondônia,Jan,1,2435,state
2002,Rondônia,Feb,2,2219,state
2002,Rondônia,Mar,3,2567,state
2002,Rondônia,Apr,4,2563,state
2002,Rondônia,May,5,2570,state
2002,Rondônia,Jun,6,2430,state
2002,Rondônia,Jul,7,2474,state
2002,Rondônia,Aug,8,2410,state
2002,Rondônia,Sept,9,2466,state
2002,Rondônia,Oct,10,2482,state
2002,Rondônia,Nov,11,2367,state
2002,Rondônia,Dec,12,2253,state
2003,Rondônia,Jan,1,2216,state
2003,Rondônia,Feb,2,2013,state
2003,Rondônia,Mar,3,2510,state
2003,Rondônia,Apr,4,2581,state
2003,Rondônia,May,5,2503,state
2003,Rondônia,Jun,6,2449,state
2003,Rondônia,Jul,7,2406,state
2003,Rondônia,Aug,8,2426,state
2003,Rondônia,Sept,9,2518,state
2003,Rondônia,Oct,10,2446,state
2003,Rondônia,Nov,11,2321,state
2003,Rondônia,Dec,12,2420,state
2004,Rondônia,Jan,1,2384,state
2004,Rondônia,Feb,2,2257,state
2004,Rondônia,Mar,3,2511,state
2004,Rondônia,Apr,4,2504,state
2004,Rondônia,May,5,2668,state
2004,Rondônia,Jun,6,2509,state
2004,Rondônia,Jul,7,2434,state
2004,Rondônia,Aug,8,2421,state
2004,Rondônia,Sept,9,2379,state
2004,Rondônia,Oct,10,2249,state
2004,Rondônia,Nov,11,2384,state
2004,Rondônia,Dec,12,2227,state
2005,Rondônia,Jan,1,2210,state
2005,Rondônia,Feb,2,2340,state
2005,Rondônia,Mar,3,2668,state
2005,Rondônia,Apr,4,2444,state
2005,Rondônia,May,5,2628,state
2005,Rondônia,Jun,6,2459,state
2005,Rondônia,Jul,7,2198,state
2005,Rondônia,Aug,8,2428,state
2005,Rondônia,Sept,9,2411,state
2005,Rondônia,Oct,10,2240,state
2005,Rondônia,Nov,11,2085,state
2005,Rondônia,Dec,12,1970,state
2006,Rondônia,Jan,1,2001,state
2006,Rondônia,Feb,2,1900,state
2006,Rondônia,Mar,3,2282,state
2006,Rondônia,Apr,4,2041,state
2006,Rondônia,May,5,2313,state
2006,Rondônia,Jun,6,2104,state
2006,Rondônia,Jul,7,2066,state
2006,Rondônia,Aug,8,1984,state
2006,Rondônia,Sept,9,2054,state
2006,Rondônia,Oct,10,2061,state
2006,Rondônia,Nov,11,2020,state
2006,Rondônia,Dec,12,2099,state
2007,Rondônia,Jan,1,2294,state
2007,Rondônia,Feb,2,2102,state
2007,Rondônia,Mar,3,2343,state
2007,Rondônia,Apr,4,2016,state
2007,Rondônia,May,5,2092,state
2007,Rondônia,Jun,6,1933,state
2007,Rondônia,Jul,7,1836,state
2007,Rondônia,Aug,8,1790,state
2007,Rondônia,Sept,9,1610,state
2007,Rondônia,Oct,10,1631,state
2007,Rondônia,Nov,11,1602,state
2007,Rondônia,Dec,12,1747,state
2008,Rondônia,Jan,1,2222,state
2008,Rondônia,Feb,2,2066,state
2008,Rondônia,Mar,3,2435,state
2008,Rondônia,Apr,4,2323,state
2008,Rondônia,May,5,2228,state
2008,Rondônia,Jun,6,2149,state
2008,Rondônia,Jul,7,2219,state
2008,Rondônia,Aug,8,2338,state
2008,Rondônia,Sept,9,2260,state
2008,Rondônia,Oct,10,2241,state
2008,Rondônia,Nov,11,2077,state
2008,Rondônia,Dec,12,2233,state
2009,Rondônia,Jan,1,2305,state
2009,Rondônia,Feb,2,2141,state
2009,Rondônia,Mar,3,2426,state
2009,Rondônia,Apr,4,2379,state
2009,Rondônia,May,5,2248,state
2009,Rondônia,Jun,6,2096,state
2009,Rondônia,Jul,7,2083,state
2009,Rondônia,Aug,8,2165,state
2009,Rondônia,Sept,9,2233,state
2009,Rondônia,Oct,10,2105,state
2009,Rondônia,Nov,11,1900,state
2009,Rondônia,Dec,12,2002,state
2010,Rondônia,Jan,1,2059,state
2010,Rondônia,Feb,2,1863,state
2010,Rondônia,Mar,3,2317,state
2010,Rondônia,Apr,4,2266,state
2010,Rondônia,May,5,2316,state
2010,Rondônia,Jun,6,2150,state
2010,Rondônia,Jul,7,2221,state
2010,Rondônia,Aug,8,2101,state
2010,Rondônia,Sept,9,2120,state
2010,Rondônia,Oct,10,2159,state
2010,Rondônia,Nov,11,2097,state
2010,Rondônia,Dec,12,2166,state
2011,Rondônia,Jan,1,2185,state
2011,Rondônia,Feb,2,2061,state
2011,Rondônia,Mar,3,2435,state
2011,Rondônia,Apr,4,2402,state
2011,Rondônia,May,5,2479,state
2011,Rondônia,Jun,6,2297,state
2011,Rondônia,Jul,7,2251,state
2011,Rondônia,Aug,8,2395,state
2011,Rondônia,Sept,9,2298,state
2011,Rondônia,Oct,10,2366,state
2011,Rondônia,Nov,11,2331,state
2011,Rondônia,Dec,12,2158,state
2012,Rondônia,Jan,1,2188,state
2012,Rondônia,Feb,2,2180,state
2012,Rondônia,Mar,3,2291,state
2012,Rondônia,Apr,4,2248,state
2012,Rondônia,May,5,2286,state
2012,Rondônia,Jun,6,2216,state
2012,Rondônia,Jul,7,2130,state
2012,Rondônia,Aug,8,2026,state
2012,Rondônia,Sept,9,2049,state
2012,Rondônia,Oct,10,2367,state
2012,Rondônia,Nov,11,2276,state
2012,Rondônia,Dec,12,2256,state
2013,Rondônia,Jan,1,2272,state
2013,Rondônia,Feb,2,2069,state
2013,Rondônia,Mar,3,2202,state
2013,Rondônia,Apr,4,2336,state
2013,Rondônia,May,5,2397,state
2013,Rondônia,Jun,6,2161,state
2013,Rondônia,Jul,7,2358,state
2013,Rondônia,Aug,8,2286,state
2013,Rondônia,Sept,9,2422,state
2013,Rondônia,Oct,10,2333,state
2013,Rondônia,Nov,11,2189,state
2013,Rondônia,Dec,12,2072,state
2014,Rondônia,Jan,1,2212,state
2014,Rondônia,Feb,2,2032,state
2014,Rondônia,Mar,3,2323,state
2014,Rondônia,Apr,4,2346,state
2014,Rondônia,May,5,2400,state
2014,Rondônia,Jun,6,2258,state
2014,Rondônia,Jul,7,2411,state
2014,Rondônia,Aug,8,2289,state
2014,Rondônia,Sept,9,2294,state
2014,Rondônia,Oct,10,2426,state
2014,Rondônia,Nov,11,2359,state
2014,Rondônia,Dec,12,2210,state
2015,Rondônia,Jan,1,2237,state
2015,Rondônia,Feb,2,2087,state
2015,Rondônia,Mar,3,2334,state
2015,Rondônia,Apr,4,2376,state
2015,Rondônia,May,5,2462,state
2015,Rondônia,Jun,6,2240,state
2015,Rondônia,Jul,7,2262,state
2015,Rondônia,Aug,8,2373,state
2015,Rondônia,Sept,9,2447,state
2015,Rondônia,Oct,10,2373,state
2015,Rondônia,Nov,11,2328,state
2015,Rondônia,Dec,12,2399,state
2016,Rondônia,Jan,1,2186,state
2016,Rondônia,Feb,2,2156,state
2016,Rondônia,Mar,3,2325,state
2016,Rondônia,Apr,4,2348,state
2016,Rondônia,May,5,2332,state
2016,Rondônia,Jun,6,2263,state
2000,Roraima,Jan,1,803,state
2000,Roraima,Feb,2,824,state
2000,Roraima,Mar,3,869,state
2000,Roraima,Apr,4,813,state
2000,Roraima,May,5,828,state
2000,Roraima,Jun,6,780,state
2000,Roraima,Jul,7,786,state
2000,Roraima,Aug,8,767,state
2000,Roraima,Sept,9,838,state
2000,Roraima,Oct,10,823,state
2000,Roraima,Nov,11,790,state
2000,Roraima,Dec,12,823,state
2001,Roraima,Jan,1,855,state
2001,Roraima,Feb,2,700,state
2001,Roraima,Mar,3,756,state
2001,Roraima,Apr,4,745,state
2001,Roraima,May,5,812,state
2001,Roraima,Jun,6,753,state
2001,Roraima,Jul,7,766,state
2001,Roraima,Aug,8,805,state
2001,Roraima,Sept,9,843,state
2001,Roraima,Oct,10,884,state
2001,Roraima,Nov,11,902,state
2001,Roraima,Dec,12,779,state
2002,Roraima,Jan,1,725,state
2002,Roraima,Feb,2,717,state
2002,Roraima,Mar,3,770,state
2002,Roraima,Apr,4,729,state
2002,Roraima,May,5,808,state
