year,location,month,month.number,births,location.type
2011,Sergipe,Jun,6,3267,state
2011,Sergipe,Jul,7,3017,state
2011,Sergipe,Aug,8,2871,state
2011,Sergipe,Sept,9,2788,state
2011,Sergipe,Oct,10,2762,state
2011,Sergipe,Nov,11,2738,state
2011,Sergipe,Dec,12,2628,state
2012,Sergipe,Jan,1,2611,state
2012,Sergipe,Feb,2,2830,state
2012,Sergipe,Mar,3,3177,state
2012,Sergipe,Apr,4,3046,state
2012,Sergipe,May,5,3197,state
2012,Sergipe,Jun,6,2888,state
2012,Sergipe,Jul,7,2894,state
2012,Sergipe,Aug,8,2719,state
2012,Sergipe,Sept,9,2604,state
2012,Sergipe,Oct,10,2749,state
2012,Sergipe,Nov,11,2717,state
2012,Sergipe,Dec,12,2676,state
2013,Sergipe,Jan,1,2878,state
2013,Sergipe,Feb,2,2619,state
2013,Sergipe,Mar,3,2938,state
2013,Sergipe,Apr,4,3091,state
2013,Sergipe,May,5,3193,state
2013,Sergipe,Jun,6,2963,state
2013,Sergipe,Jul,7,2991,state
2013,Sergipe,Aug,8,2842,state
2013,Sergipe,Sept,9,2803,state
2013,Sergipe,Oct,10,2648,state
2013,Sergipe,Nov,11,2556,state
2013,Sergipe,Dec,12,2706,state
2014,Sergipe,Jan,1,2733,state
2014,Sergipe,Feb,2,2655,state
2014,Sergipe,Mar,3,2990,state
2014,Sergipe,Apr,4,2999,state
2014,Sergipe,May,5,3223,state
2014,Sergipe,Jun,6,2993,state
2014,Sergipe,Jul,7,3013,state
2014,Sergipe,Aug,8,2956,state
2014,Sergipe,Sept,9,2807,state
2014,Sergipe,Oct,10,2649,state
2014,Sergipe,Nov,11,2752,state
2014,Sergipe,Dec,12,2599,state
2015,Sergipe,Jan,1,2778,state
2015,Sergipe,Feb,2,2722,state
2015,Sergipe,Mar,3,3256,state
2015,Sergipe,Apr,4,3187,state
2015,Sergipe,May,5,3369,state
2015,Sergipe,Jun,6,3039,state
2015,Sergipe,Jul,7,2960,state
2015,Sergipe,Aug,8,2854,state
2015,Sergipe,Sept,9,2921,state
2015,Sergipe,Oct,10,2823,state
2015,Sergipe,Nov,11,2483,state
2015,Sergipe,Dec,12,2525,state
2016,Sergipe,Jan,1,2603,state
2016,Sergipe,Feb,2,2521,state
2016,Sergipe,Mar,3,3083,state
2016,Sergipe,Apr,4,3058,state
2016,Sergipe,May,5,3187,state
2016,Sergipe,Jun,6,2976,state
2000,Tocantins,Jan,1,2116,state
2000,Tocantins,Feb,2,2045,state
2000,Tocantins,Mar,3,2419,state
2000,Tocantins,Apr,4,2416,state
2000,Tocantins,May,5,2411,state
2000,Tocantins,Jun,6,2265,state
2000,Tocantins,Jul,7,2275,state
2000,Tocantins,Aug,8,2338,state
2000,Tocantins,Sept,9,2352,state
2000,Tocantins,Oct,10,2188,state
2000,Tocantins,Nov,11,1793,state
2000,Tocantins,Dec,12,1587,state
2001,Tocantins,Jan,1,1973,state
2001,Tocantins,Feb,2,1877,state
2001,Tocantins,Mar,3,2361,state
2001,Tocantins,Apr,4,2315,state
2001,Tocantins,May,5,2370,state
2001,Tocantins,Jun,6,2424,state
2001,Tocantins,Jul,7,2362,state
2001,Tocantins,Aug,8,2256,state
2001,Tocantins,Sept,9,2342,state
2001,Tocantins,Oct,10,2304,state
2001,Tocantins,Nov,11,2251,state
2001,Tocantins,Dec,12,2215,state
2002,Tocantins,Jan,1,2172,state
2002,Tocantins,Feb,2,1924,state
2002,Tocantins,Mar,3,2342,state
2002,Tocantins,Apr,4,2338,state
2002,Tocantins,May,5,2439,state
2002,Tocantins,Jun,6,2184,state
2002,Tocantins,Jul,7,2248,state
2002,Tocantins,Aug,8,2235,state
2002,Tocantins,Sept,9,2150,state
2002,Tocantins,Oct,10,2137,state
2002,Tocantins,Nov,11,2106,state
2002,Tocantins,Dec,12,1999,state
2003,Tocantins,Jan,1,2014,state
2003,Tocantins,Feb,2,1978,state
2003,Tocantins,Mar,3,2256,state
2003,Tocantins,Apr,4,2259,state
2003,Tocantins,May,5,2543,state
2003,Tocantins,Jun,6,2313,state
2003,Tocantins,Jul,7,2254,state
2003,Tocantins,Aug,8,2147,state
2003,Tocantins,Sept,9,2280,state
2003,Tocantins,Oct,10,2072,state
2003,Tocantins,Nov,11,1936,state
2003,Tocantins,Dec,12,2001,state
2004,Tocantins,Jan,1,1998,state
2004,Tocantins,Feb,2,1963,state
2004,Tocantins,Mar,3,2333,state
2004,Tocantins,Apr,4,2323,state
2004,Tocantins,May,5,2328,state
2004,Tocantins,Jun,6,2198,state
2004,Tocantins,Jul,7,2138,state
2004,Tocantins,Aug,8,2230,state
2004,Tocantins,Sept,9,2150,state
2004,Tocantins,Oct,10,2035,state
2004,Tocantins,Nov,11,2112,state
2004,Tocantins,Dec,12,1865,state
2005,Tocantins,Jan,1,2024,state
2005,Tocantins,Feb,2,1905,state
2005,Tocantins,Mar,3,2332,state
2005,Tocantins,Apr,4,2371,state
2005,Tocantins,May,5,2510,state
2005,Tocantins,Jun,6,2375,state
2005,Tocantins,Jul,7,2248,state
2005,Tocantins,Aug,8,2271,state
2005,Tocantins,Sept,9,2292,state
2005,Tocantins,Oct,10,2170,state
2005,Tocantins,Nov,11,1964,state
2005,Tocantins,Dec,12,1906,state
2006,Tocantins,Jan,1,1857,state
2006,Tocantins,Feb,2,1776,state
2006,Tocantins,Mar,3,2250,state
2006,Tocantins,Apr,4,2311,state
2006,Tocantins,May,5,2565,state
2006,Tocantins,Jun,6,2281,state
2006,Tocantins,Jul,7,2285,state
2006,Tocantins,Aug,8,2128,state
2006,Tocantins,Sept,9,2174,state
2006,Tocantins,Oct,10,2177,state
2006,Tocantins,Nov,11,2100,state
2006,Tocantins,Dec,12,2124,state
2007,Tocantins,Jan,1,2062,state
2007,Tocantins,Feb,2,1894,state
2007,Tocantins,Mar,3,2314,state
2007,Tocantins,Apr,4,2265,state
2007,Tocantins,May,5,2302,state
2007,Tocantins,Jun,6,2168,state
2007,Tocantins,Jul,7,2094,state
2007,Tocantins,Aug,8,2202,state
2007,Tocantins,Sept,9,2024,state
2007,Tocantins,Oct,10,2042,state
2007,Tocantins,Nov,11,1793,state
2007,Tocantins,Dec,12,1851,state
2008,Tocantins,Jan,1,2020,state
2008,Tocantins,Feb,2,1943,state
2008,Tocantins,Mar,3,2215,state
2008,Tocantins,Apr,4,2260,state
2008,Tocantins,May,5,2252,state
2008,Tocantins,Jun,6,2172,state
2008,Tocantins,Jul,7,2166,state
2008,Tocantins,Aug,8,2258,state
2008,Tocantins,Sept,9,2278,state
2008,Tocantins,Oct,10,2156,state
2008,Tocantins,Nov,11,1949,state
2008,Tocantins,Dec,12,2044,state
2009,Tocantins,Jan,1,2019,state
2009,Tocantins,Feb,2,1859,state
2009,Tocantins,Mar,3,2272,state
2009,Tocantins,Apr,4,2304,state
2009,Tocantins,May,5,2313,state
2009,Tocantins,Jun,6,2120,state
2009,Tocantins,Jul,7,1972,state
2009,Tocantins,Aug,8,1888,state
2009,Tocantins,Sept,9,2122,state
2009,Tocantins,Oct,10,2004,state
2009,Tocantins,Nov,11,2012,state
2009,Tocantins,Dec,12,2026,state
2010,Tocantins,Jan,1,1959,state
2010,Tocantins,Feb,2,1786,state
2010,Tocantins,Mar,3,2241,state
2010,Tocantins,Apr,4,2251,state
2010,Tocantins,May,5,2129,state
2010,Tocantins,Jun,6,1999,state
2010,Tocantins,Jul,7,2114,state
2010,Tocantins,Aug,8,2120,state
2010,Tocantins,Sept,9,2168,state
2010,Tocantins,Oct,10,2082,state
2010,Tocantins,Nov,11,1854,state
2010,Tocantins,Dec,12,1768,state
2011,Tocantins,Jan,1,1947,state
2011,Tocantins,Feb,2,1831,state
2011,Tocantins,Mar,3,2180,state
2011,Tocantins,Apr,4,2289,state
2011,Tocantins,May,5,2489,state
2011,Tocantins,Jun,6,2183,state
2011,Tocantins,Jul,7,1960,state
2011,Tocantins,Aug,8,2139,state
2011,Tocantins,Sept,9,2032,state
2011,Tocantins,Oct,10,1905,state
2011,Tocantins,Nov,11,2087,state
2011,Tocantins,Dec,12,1993,state
2012,Tocantins,Jan,1,1903,state
2012,Tocantins,Feb,2,1796,state
2012,Tocantins,Mar,3,2126,state
2012,Tocantins,Apr,4,2200,state
2012,Tocantins,May,5,2109,state
2012,Tocantins,Jun,6,2053,state
2012,Tocantins,Jul,7,2053,state
2012,Tocantins,Aug,8,2101,state
2012,Tocantins,Sept,9,2007,state
2012,Tocantins,Oct,10,2121,state
2012,Tocantins,Nov,11,2011,state
2012,Tocantins,Dec,12,1915,state
2013,Tocantins,Jan,1,1868,state
2013,Tocantins,Feb,2,1782,state
2013,Tocantins,Mar,3,2064,state
2013,Tocantins,Apr,4,2221,state
2013,Tocantins,May,5,2206,state
2013,Tocantins,Jun,6,2130,state
2013,Tocantins,Jul,7,2009,state
2013,Tocantins,Aug,8,2053,state
2013,Tocantins,Sept,9,2126,state
2013,Tocantins,Oct,10,1996,state
2013,Tocantins,Nov,11,1826,state
2013,Tocantins,Dec,12,1838,state
2014,Tocantins,Jan,1,1891,state
2014,Tocantins,Feb,2,1841,state
2014,Tocantins,Mar,3,2075,state
2014,Tocantins,Apr,4,2208,state
2014,Tocantins,May,5,2174,state
2014,Tocantins,Jun,6,2060,state
2014,Tocantins,Jul,7,2188,state
2014,Tocantins,Aug,8,2165,state
2014,Tocantins,Sept,9,2196,state
2014,Tocantins,Oct,10,2116,state
2014,Tocantins,Nov,11,2009,state
2014,Tocantins,Dec,12,2021,state
2015,Tocantins,Jan,1,2000,state
2015,Tocantins,Feb,2,1834,state
2015,Tocantins,Mar,3,2215,state
2015,Tocantins,Apr,4,2197,state
2015,Tocantins,May,5,2250,state
2015,Tocantins,Jun,6,2106,state
2015,Tocantins,Jul,7,2092,state
2015,Tocantins,Aug,8,2113,state
2015,Tocantins,Sept,9,2255,state
2015,Tocantins,Oct,10,2071,state
2015,Tocantins,Nov,11,1967,state
2015,Tocantins,Dec,12,2010,state
2016,Tocantins,Jan,1,1888,state
2016,Tocantins,Feb,2,1913,state
2016,Tocantins,Mar,3,2123,state
2016,Tocantins,Apr,4,2164,state
2016,Tocantins,May,5,2189,state
2016,Tocantins,Jun,6,2072,state
